Season,Absence/Suspension,competition,from,until,Days,Games missed,player,url
15/16,Indirect card suspension,Premier League,"Feb 15, 2016","Feb 29, 2016",14 Tage,1,Danny Simpson,/danny-simpson/profil/spieler/37442
19/20,Indirect card suspension,Jupiler Pro League,"Oct 24, 2019","Oct 28, 2019",4 Tage,1,Saido Berahino,/saido-berahino/profil/spieler/128897
16/17,Doping ban,Premier League,"Nov 3, 2016","Dec 29, 2016",56 Tage,8,Saido Berahino,/saido-berahino/profil/spieler/128897
12/13,Called up to national team,European U19 Championship 2012,"Jun 21, 2012","Jul 16, 2012",25 Tage,4,Saido Berahino,/saido-berahino/profil/spieler/128897
21/22,Yellow card suspension,UEFA Champions League,"Apr 7, 2022","Apr 14, 2022",7 Tage,1,Gabriel Jesus,/gabriel-jesus/profil/spieler/363205
21/22,special leave,Community Shield,"Jul 12, 2021","Aug 9, 2021",28 Tage,1,Gabriel Jesus,/gabriel-jesus/profil/spieler/363205
20/21,Red card suspension,Copa América 2021,"Jul 5, 2021","Jul 12, 2021",7 Tage,2,Gabriel Jesus,/gabriel-jesus/profil/spieler/363205
16/17,special leave, ,"Jan 2, 2017","Jan 19, 2017",17 Tage,3,Gabriel Jesus,/gabriel-jesus/profil/spieler/363205
16/17,Yellow card suspension,Campeonato Brasileiro Série A,"Oct 17, 2016","Oct 24, 2016",7 Tage,1,Gabriel Jesus,/gabriel-jesus/profil/spieler/363205
16/17,Yellow card suspension,Campeonato Brasileiro Série A,"Sep 15, 2016","Sep 19, 2016",4 Tage,1,Gabriel Jesus,/gabriel-jesus/profil/spieler/363205
16/17,Olympic games, ,"Jul 18, 2016","Aug 22, 2016",35 Tage,6,Gabriel Jesus,/gabriel-jesus/profil/spieler/363205
16/17,Yellow card suspension,Campeonato Brasileiro Série A,"Jul 7, 2016","Jul 14, 2016",7 Tage,1,Gabriel Jesus,/gabriel-jesus/profil/spieler/363205
15/16,Red card suspension,Copa Libertadores,"Apr 7, 2016","Apr 14, 2016",7 Tage,1,Gabriel Jesus,/gabriel-jesus/profil/spieler/363205
14/15,Called up to national team,Campeonato Brasileiro Série A,"May 14, 2015","Jun 22, 2015",39 Tage,7,Gabriel Jesus,/gabriel-jesus/profil/spieler/363205
21/22,Called up to national team, ,"Jan 2, 2022","Jan 27, 2022",25 Tage,5,Eric Bailly,/eric-bailly/profil/spieler/286384
18/19,Red card suspension, ,"Dec 31, 2018","Jan 14, 2019",14 Tage,3,Eric Bailly,/eric-bailly/profil/spieler/286384
17/18,Red card suspension,UEFA Champions League,"May 12, 2017","Sep 14, 2017",125 Tage,1,Eric Bailly,/eric-bailly/profil/spieler/286384
17/18,Red card suspension,UEFA Super Cup,"May 12, 2017","Aug 10, 2017",90 Tage,1,Eric Bailly,/eric-bailly/profil/spieler/286384
16/17,Red card suspension,Europa League,"May 12, 2017","May 25, 2017",13 Tage,1,Eric Bailly,/eric-bailly/profil/spieler/286384
16/17,Indirect card suspension,Europa League,"Feb 24, 2017","Mar 10, 2017",14 Tage,1,Eric Bailly,/eric-bailly/profil/spieler/286384
16/17,Called up to national team,Africa Cup of Nations,"Jan 2, 2017","Jan 26, 2017",24 Tage,6,Eric Bailly,/eric-bailly/profil/spieler/286384
15/16,Yellow card suspension,LaLiga,"Nov 2, 2015","Nov 9, 2015",7 Tage,1,Eric Bailly,/eric-bailly/profil/spieler/286384
15/16,Indirect card suspension,LaLiga,"Oct 19, 2015","Oct 26, 2015",7 Tage,1,Eric Bailly,/eric-bailly/profil/spieler/286384
14/15,Yellow card suspension,LaLiga,"Apr 20, 2015","Apr 27, 2015",7 Tage,1,Eric Bailly,/eric-bailly/profil/spieler/286384
14/15,Indirect card suspension,Europa League,"Mar 20, 2015","Apr 3, 2015",14 Tage,1,Eric Bailly,/eric-bailly/profil/spieler/286384
14/15,Called up to national team,LaLiga,"Jan 1, 2015","Feb 12, 2015",42 Tage,?,Eric Bailly,/eric-bailly/profil/spieler/286384
14/15,Called up to national team,Copa del Rey,"Jan 1, 2015","Feb 12, 2015",42 Tage,?,Eric Bailly,/eric-bailly/profil/spieler/286384
12/13,Olympic games,,"Jul 12, 2012","Aug 12, 2012",31 Tage,-,Craig Dawson,/craig-dawson/profil/spieler/121477
15/16,Called up to national team,A-Junioren Bundesliga Endrunde,"May 19, 2016","Jun 28, 2016",40 Tage,1,Christian Pulisic,/christian-pulisic/profil/spieler/315779
15/16,Called up to national team, ,"Oct 1, 2015","Oct 15, 2015",14 Tage,1,Christian Pulisic,/christian-pulisic/profil/spieler/315779
16/17,Yellow card suspension,Premier League,"Dec 18, 2016","Dec 27, 2016",9 Tage,1,Christian Fuchs,/christian-fuchs/profil/spieler/6636
13/14,Indirect card suspension,Bundesliga,"Aug 26, 2013","Sep 1, 2013",6 Tage,1,Christian Fuchs,/christian-fuchs/profil/spieler/6636
12/13,Yellow card suspension,Bundesliga,"Feb 3, 2013","Feb 10, 2013",7 Tage,1,Christian Fuchs,/christian-fuchs/profil/spieler/6636
11/12,Yellow card suspension,Bundesliga,"Apr 16, 2012","Apr 23, 2012",7 Tage,1,Christian Fuchs,/christian-fuchs/profil/spieler/6636
10/11,Yellow card suspension,Bundesliga,"Apr 3, 2011","Apr 10, 2011",7 Tage,1,Christian Fuchs,/christian-fuchs/profil/spieler/6636
09/10,Yellow card suspension,World Cup qualification Europe,"Sep 10, 2009","Oct 11, 2009",31 Tage,1,Christian Fuchs,/christian-fuchs/profil/spieler/6636
08/09,Indirect card suspension,Bundesliga,"Aug 30, 2008","Sep 15, 2008",16 Tage,1,Christian Fuchs,/christian-fuchs/profil/spieler/6636
07/08,Yellow card suspension,Bundesliga,"Sep 3, 2007","Sep 16, 2007",13 Tage,1,Christian Fuchs,/christian-fuchs/profil/spieler/6636
17/18,Red card suspension,Championship,"Nov 6, 2017","Nov 27, 2017",21 Tage,3,Omar Bogle,/omar-bogle/profil/spieler/134657
14/15,Indirect card suspension,Bundesliga,"Oct 6, 2014","Oct 20, 2014",14 Tage,1,Joel Matip,/joel-matip/profil/spieler/82105
11/12,Yellow card suspension,Bundesliga,"Apr 2, 2012","Apr 9, 2012",7 Tage,1,Joel Matip,/joel-matip/profil/spieler/82105
19/20,Indirect card suspension,Premier League,"Sep 2, 2019","Sep 15, 2019",13 Tage,1,Willy Boly,/willy-boly/profil/spieler/142310
18/19,Red card suspension, ,"Jan 15, 2019","Jan 30, 2019",15 Tage,3,Willy Boly,/willy-boly/profil/spieler/142310
15/16,Yellow card suspension,Liga Portugal,"Apr 28, 2016","May 3, 2016",5 Tage,1,Willy Boly,/willy-boly/profil/spieler/142310
15/16,Red card suspension,Liga Portugal,"Sep 13, 2015","Sep 22, 2015",9 Tage,1,Willy Boly,/willy-boly/profil/spieler/142310
14/15,Yellow card suspension,Liga Portugal 2,"Mar 19, 2015","Mar 24, 2015",5 Tage,1,Willy Boly,/willy-boly/profil/spieler/142310
21/22,Indirect card suspension,Serie A,"May 23, 2021","Aug 22, 2021",91 Tage,1,Valon Behrami,/valon-behrami/profil/spieler/21905
19/20,Indirect card suspension,Serie A,"Feb 3, 2020","Feb 10, 2020",7 Tage,1,Valon Behrami,/valon-behrami/profil/spieler/21905
18/19,Yellow card suspension,Serie A,"Dec 23, 2018","Dec 27, 2018",4 Tage,1,Valon Behrami,/valon-behrami/profil/spieler/21905
17/18,Yellow card suspension,Serie A,"May 15, 2018","May 21, 2018",6 Tage,1,Valon Behrami,/valon-behrami/profil/spieler/21905
16/17,Yellow card suspension,Premier League,"Nov 28, 2016","Dec 4, 2016",6 Tage,1,Valon Behrami,/valon-behrami/profil/spieler/21905
16/17,Yellow card suspension,World Cup qualification Europe,"Oct 9, 2016","Oct 11, 2016",2 Tage,1,Valon Behrami,/valon-behrami/profil/spieler/21905
15/16,Red card suspension,Premier League,"Sep 13, 2015","Oct 4, 2015",21 Tage,3,Valon Behrami,/valon-behrami/profil/spieler/21905
14/15,Red card suspension,Bundesliga,"Apr 20, 2015","Apr 27, 2015",7 Tage,1,Valon Behrami,/valon-behrami/profil/spieler/21905
14/15,Yellow card suspension,Bundesliga,"Dec 21, 2014","Feb 1, 2015",42 Tage,1,Valon Behrami,/valon-behrami/profil/spieler/21905
12/13,Yellow card suspension,Serie A,"Apr 22, 2013","Apr 29, 2013",7 Tage,1,Valon Behrami,/valon-behrami/profil/spieler/21905
12/13,Yellow card suspension,Serie A,"Jan 21, 2013","Jan 28, 2013",7 Tage,1,Valon Behrami,/valon-behrami/profil/spieler/21905
12/13,Yellow card suspension,Serie A,"Nov 12, 2012","Nov 18, 2012",6 Tage,1,Valon Behrami,/valon-behrami/profil/spieler/21905
11/12,Yellow card suspension,Serie A,"Mar 8, 2012","Mar 12, 2012",4 Tage,1,Valon Behrami,/valon-behrami/profil/spieler/21905
11/12,Yellow card suspension,Serie A,"Oct 28, 2011","Oct 31, 2011",3 Tage,1,Valon Behrami,/valon-behrami/profil/spieler/21905
09/10,Red card suspension,World Cup 2010,"Jun 22, 2010","Jun 26, 2010",4 Tage,1,Valon Behrami,/valon-behrami/profil/spieler/21905
17/18,Suspended,,"Jul 1, 2017","Jun 30, 2018",364 Tage,?,Camilo Zúñiga,/camilo-zuniga/profil/spieler/37941
15/16,Suspended,Europa League,"Aug 3, 2015","Jan 11, 2016",161 Tage,6,Camilo Zúñiga,/camilo-zuniga/profil/spieler/37941
15/16,Suspended,Serie A,"Aug 3, 2015","Jan 11, 2016",161 Tage,19,Camilo Zúñiga,/camilo-zuniga/profil/spieler/37941
15/16,Suspended,Italy Cup,"Aug 3, 2015","Jan 11, 2016",161 Tage,1,Camilo Zúñiga,/camilo-zuniga/profil/spieler/37941
12/13,Indirect card suspension,Serie A,"Aug 13, 2012","Aug 27, 2012",14 Tage,1,Camilo Zúñiga,/camilo-zuniga/profil/spieler/37941
11/12,Red card suspension,Serie A,"Apr 2, 2012","Apr 12, 2012",10 Tage,2,Camilo Zúñiga,/camilo-zuniga/profil/spieler/37941
11/12,Indirect card suspension,UEFA Champions League,"Nov 3, 2011","Nov 24, 2011",21 Tage,1,Camilo Zúñiga,/camilo-zuniga/profil/spieler/37941
15/16,Yellow card suspension,Eredivisie,"Dec 1, 2015","Dec 6, 2015",5 Tage,1,Jairo Riedewald,/jairo-riedewald/profil/spieler/241481
17/18,Red card suspension,Championship,"Mar 12, 2018","Mar 18, 2018",6 Tage,1,Jason Steele,/jason-steele/profil/spieler/73564
13/14,Red card suspension,Championship,"Nov 23, 2013","Dec 9, 2013",16 Tage,3,Jason Steele,/jason-steele/profil/spieler/73564
12/13,Olympic games, ,"Jul 12, 2012","Aug 12, 2012",31 Tage,1,Jason Steele,/jason-steele/profil/spieler/73564
20/21,Yellow card suspension,Serie A,"Dec 21, 2020","Dec 24, 2020",3 Tage,1,Lyanco,/lyanco/profil/spieler/379807
19/20,Yellow card suspension,Serie A,"Jul 30, 2020","Aug 3, 2020",4 Tage,1,Lyanco,/lyanco/profil/spieler/379807
18/19,Indirect card suspension,Serie A,"Mar 19, 2019","Apr 1, 2019",13 Tage,1,Lyanco,/lyanco/profil/spieler/379807
18/19,Indirect card suspension,Primavera 1,"Nov 13, 2018","Nov 27, 2018",14 Tage,1,Lyanco,/lyanco/profil/spieler/379807
16/17,Indirect card suspension,U-20 South American Championship 2017,"Feb 4, 2017","Feb 6, 2017",2 Tage,1,Lyanco,/lyanco/profil/spieler/379807
16/17,Yellow card suspension,U-20 South American Championship 2017,"Jan 21, 2017","Jan 22, 2017",1 Tage,1,Lyanco,/lyanco/profil/spieler/379807
17/18,Indirect card suspension,Championship,"Mar 19, 2018","Apr 4, 2018",16 Tage,2,Jake Clarke-Salter,/jake-clarke-salter/profil/spieler/316551
17/18,Red card suspension,Championship,"Feb 26, 2018","Mar 12, 2018",14 Tage,3,Jake Clarke-Salter,/jake-clarke-salter/profil/spieler/316551
21/22,Indirect card suspension,Europa League,"Oct 1, 2021","Oct 22, 2021",21 Tage,1,Glen Kamara,/glen-kamara/profil/spieler/242632
20/21,Suspension through sports court,UEFA Champions League Qualifying,"Apr 14, 2021","Aug 23, 2021",131 Tage,3,Glen Kamara,/glen-kamara/profil/spieler/242632
17/18,Yellow card suspension,Scottish Premiership,"Mar 8, 2018","Mar 12, 2018",4 Tage,1,Glen Kamara,/glen-kamara/profil/spieler/242632
16/17,Yellow card suspension, ,"Jan 1, 2017","Jan 9, 2017",8 Tage,2,Will Hughes,/will-hughes/profil/spieler/207014
16/17,Yellow card suspension,Championship,"Oct 24, 2016","Oct 31, 2016",7 Tage,1,Will Hughes,/will-hughes/profil/spieler/207014
14/15,Yellow card suspension,Championship,"Apr 7, 2015","Apr 15, 2015",8 Tage,2,Will Hughes,/will-hughes/profil/spieler/207014
16/17,Indirect card suspension,Scottish Premiership,"May 18, 2017","Aug 7, 2017",81 Tage,2,Jayden Stockley,/jayden-stockley/profil/spieler/134293
16/17,Red card suspension,Scottish Premiership,"Mar 18, 2017","Apr 4, 2017",17 Tage,1,Jayden Stockley,/jayden-stockley/profil/spieler/134293
18/19,Indirect card suspension,Premier League,"Sep 16, 2018","Sep 23, 2018",7 Tage,1,Nemanja Matić,/nemanja-mati%C4%87/profil/spieler/74683
15/16,Yellow card suspension,UEFA Champions League,"Dec 10, 2015","Feb 25, 2016",77 Tage,1,Nemanja Matić,/nemanja-mati%C4%87/profil/spieler/74683
15/16,Indirect card suspension,EFL Cup,"Oct 25, 2015","Oct 28, 2015",3 Tage,1,Nemanja Matić,/nemanja-mati%C4%87/profil/spieler/74683
16/17,Red card suspension,World Cup qualification Europe,"Oct 12, 2015","Oct 10, 2016",364 Tage,3,Nemanja Matić,/nemanja-mati%C4%87/profil/spieler/74683
14/15,Red card suspension,Premier League,"Feb 22, 2015","Mar 5, 2015",11 Tage,1,Nemanja Matić,/nemanja-mati%C4%87/profil/spieler/74683
14/15,Yellow card suspension,Premier League,"Dec 4, 2014","Dec 7, 2014",3 Tage,1,Nemanja Matić,/nemanja-mati%C4%87/profil/spieler/74683
13/14,No eligibility,UEFA Champions League,"Feb 3, 2014","May 1, 2014",87 Tage,6,Nemanja Matić,/nemanja-mati%C4%87/profil/spieler/74683
13/14,Yellow card suspension,Liga Portugal,"Dec 2, 2013","Dec 9, 2013",7 Tage,1,Nemanja Matić,/nemanja-mati%C4%87/profil/spieler/74683
13/14,Indirect card suspension,World Cup qualification Europe,"Sep 9, 2013","Sep 12, 2013",3 Tage,1,Nemanja Matić,/nemanja-mati%C4%87/profil/spieler/74683
10/11,Yellow card suspension,Eredivisie,"Feb 21, 2011","Feb 28, 2011",7 Tage,1,Nemanja Matić,/nemanja-mati%C4%87/profil/spieler/74683
19/20,Yellow card suspension,Süper Lig,"Jun 12, 2020","Jun 21, 2020",9 Tage,1,Cameron Jerome,/cameron-jerome/profil/spieler/35855
19/20,Yellow card suspension,Süper Lig,"Dec 21, 2019","Dec 30, 2019",9 Tage,1,Cameron Jerome,/cameron-jerome/profil/spieler/35855
18/19,Red card suspension,Süper Lig,"Feb 1, 2019","Feb 11, 2019",10 Tage,1,Cameron Jerome,/cameron-jerome/profil/spieler/35855
18/19,Red card suspension,Türkiye Kupasi,"Feb 1, 2019","Feb 7, 2019",6 Tage,1,Cameron Jerome,/cameron-jerome/profil/spieler/35855
13/14,No eligibility,Premier League,"Jan 16, 2014","Jan 20, 2014",4 Tage,1,Cameron Jerome,/cameron-jerome/profil/spieler/35855
20/21,Red card suspension,Serie A,"Jan 12, 2021","Jan 18, 2021",6 Tage,1,Pedro Obiang,/pedro-obiang/profil/spieler/101213
19/20,Yellow card suspension,Serie A,"Jul 30, 2020","Aug 3, 2020",4 Tage,1,Pedro Obiang,/pedro-obiang/profil/spieler/101213
19/20,Yellow card suspension,Serie A,"Nov 4, 2019","Nov 9, 2019",5 Tage,1,Pedro Obiang,/pedro-obiang/profil/spieler/101213
14/15,Yellow card suspension,Serie A,"Feb 24, 2015","Mar 2, 2015",6 Tage,1,Pedro Obiang,/pedro-obiang/profil/spieler/101213
14/15,Yellow card suspension,Serie A,"Dec 2, 2014","Dec 9, 2014",7 Tage,1,Pedro Obiang,/pedro-obiang/profil/spieler/101213
13/14,Yellow card suspension,Serie A,"Jan 7, 2014","Jan 14, 2014",7 Tage,1,Pedro Obiang,/pedro-obiang/profil/spieler/101213
12/13,Yellow card suspension,Serie A,"Jan 28, 2013","Feb 3, 2013",6 Tage,1,Pedro Obiang,/pedro-obiang/profil/spieler/101213
14/15,Called up to national team,,"Jan 7, 2015","Feb 4, 2015",28 Tage,?,Pape Souaré,/pape-souare/profil/spieler/125868
12/13,Olympic games,,"Jul 9, 2012","Aug 2, 2012",24 Tage,-,Pape Souaré,/pape-souare/profil/spieler/125868
20/21,No eligibility,Süper Lig,"Jan 17, 2021","Jan 20, 2021",3 Tage,1,Danny Drinkwater,/danny-drinkwater/profil/spieler/73491
16/17,Suspension through sports court,Premier League,"Nov 24, 2016","Dec 11, 2016",17 Tage,3,Danny Drinkwater,/danny-drinkwater/profil/spieler/73491
15/16,Indirect card suspension,Premier League,"May 2, 2016","May 8, 2016",6 Tage,1,Danny Drinkwater,/danny-drinkwater/profil/spieler/73491
17/18,Yellow card suspension,Championship,"Mar 7, 2018","Mar 19, 2018",12 Tage,2,Joe Bryan,/joe-bryan/profil/spieler/194460
16/17,Yellow card suspension,Championship,"Nov 28, 2016","Dec 5, 2016",7 Tage,1,Joe Bryan,/joe-bryan/profil/spieler/194460
17/18,special leave,UEFA Super Cup,"Aug 7, 2017","Aug 9, 2017",2 Tage,1,Timothy Fosu-Mensah,/timothy-fosu-mensah/profil/spieler/315131
17/18,Red card suspension,Premier League,"Aug 14, 2017","Sep 11, 2017",28 Tage,3,Gary Cahill,/gary-cahill/profil/spieler/27511
16/17,Yellow card suspension,World Cup qualification Europe,"Nov 14, 2016","Mar 27, 2017",133 Tage,1,Gary Cahill,/gary-cahill/profil/spieler/27511
18/19,Red card suspension,National League,"Jan 7, 2019","Feb 11, 2019",35 Tage,3,Kyle Jameson,/kyle-jameson/profil/spieler/494684
19/20,Red card suspension,Premier League,"Feb 22, 2020","Mar 1, 2020",8 Tage,1,Valentino Lazaro,/valentino-lazaro/profil/spieler/186368
18/19,Yellow card suspension,Bundesliga,"Mar 4, 2019","Mar 10, 2019",6 Tage,1,Valentino Lazaro,/valentino-lazaro/profil/spieler/186368
13/14,Called up to national team,2013 FIFA U-17 World Cup,"Oct 6, 2013","Oct 26, 2013",20 Tage,3,Valentino Lazaro,/valentino-lazaro/profil/spieler/186368
12/13,Called up to national team,Bundesliga,"Apr 29, 2013","May 11, 2013",12 Tage,3,Valentino Lazaro,/valentino-lazaro/profil/spieler/186368
18/19,Red card suspension,Championship,"Oct 8, 2018","Oct 29, 2018",21 Tage,3,Darron Gibson,/darron-gibson/profil/spieler/42413
17/18,Suspended,,"Mar 18, 2018","Mar 31, 2018",13 Tage,?,Darron Gibson,/darron-gibson/profil/spieler/42413
22/23,Indirect card suspension,UEFA Champions League,"Mar 10, 2022",-,66 Tage,1,Alexis Sánchez,/alexis-sanchez/profil/spieler/40433
21/22,Called up to national team, ,"Oct 14, 2021","Oct 18, 2021",4 Tage,1,Alexis Sánchez,/alexis-sanchez/profil/spieler/40433
20/21,Yellow card suspension,Italy Cup,"Feb 1, 2021","Feb 11, 2021",10 Tage,1,Alexis Sánchez,/alexis-sanchez/profil/spieler/40433
19/20,Indirect card suspension,Serie A,"Sep 30, 2019","Oct 7, 2019",7 Tage,1,Alexis Sánchez,/alexis-sanchez/profil/spieler/40433
13/14,Yellow card suspension,UEFA Champions League,"Nov 7, 2013","Nov 28, 2013",21 Tage,1,Alexis Sánchez,/alexis-sanchez/profil/spieler/40433
12/13,Yellow card suspension,World Cup qualification South America,"Mar 25, 2013","Mar 28, 2013",3 Tage,1,Alexis Sánchez,/alexis-sanchez/profil/spieler/40433
09/10,Indirect card suspension,World Cup qualification South America,"Sep 10, 2009","Oct 12, 2009",32 Tage,1,Alexis Sánchez,/alexis-sanchez/profil/spieler/40433
08/09,Yellow card suspension,World Cup qualification South America,"Oct 13, 2008","Oct 16, 2008",3 Tage,1,Alexis Sánchez,/alexis-sanchez/profil/spieler/40433
16/17,Red card suspension,National League,"Aug 30, 2016","Sep 14, 2016",15 Tage,3,Connor Dymond,/connor-dymond/profil/spieler/261367
16/17,Indirect card suspension,Premier League,"Mar 20, 2017","Apr 3, 2017",14 Tage,1,Phil Bardsley,/phil-bardsley/profil/spieler/15773
15/16,Indirect card suspension,Premier League,"Oct 28, 2015","Nov 2, 2015",5 Tage,1,Phil Bardsley,/phil-bardsley/profil/spieler/15773
13/14,Yellow card suspension,Premier League,"Apr 12, 2014","Apr 20, 2014",8 Tage,2,Phil Bardsley,/phil-bardsley/profil/spieler/15773
03/04,Indirect card suspension,Jupiler Pro League,"Feb 12, 2004","Feb 16, 2004",4 Tage,1,Phil Bardsley,/phil-bardsley/profil/spieler/15773
20/21,Suspended,Championship,"Oct 2, 2020","Oct 4, 2020",2 Tage,1,Ben Godfrey,/ben-godfrey/profil/spieler/343475
20/21,Called up to national team,EFL Cup,"Sep 1, 2020","Sep 10, 2020",9 Tage,1,Ben Godfrey,/ben-godfrey/profil/spieler/343475
17/18,Red card suspension,EFL Trophy,"Aug 30, 2017","Oct 4, 2017",35 Tage,1,Ben Godfrey,/ben-godfrey/profil/spieler/343475
14/15,Yellow card suspension,Serie A,"Mar 23, 2015","Apr 5, 2015",13 Tage,1,Gökhan Inler,/gokhan-inler/profil/spieler/19041
13/14,Yellow card suspension,Serie A,"Feb 10, 2014","Feb 17, 2014",7 Tage,1,Gökhan Inler,/gokhan-inler/profil/spieler/19041
10/11,Red card suspension,Serie A,"Apr 26, 2011","May 9, 2011",13 Tage,2,Gökhan Inler,/gokhan-inler/profil/spieler/19041
10/11,Yellow card suspension,Serie A,"Apr 4, 2011","Apr 11, 2011",7 Tage,1,Gökhan Inler,/gokhan-inler/profil/spieler/19041
16/17,Suspension through sports court,Chinese Super League,"Jun 22, 2017","Aug 11, 2017",50 Tage,8,Oscar,/oscar/profil/spieler/85314
21/22,Called up to national team, ,"Jan 4, 2022","Jan 31, 2022",27 Tage,4,Serge Aurier,/serge-aurier/profil/spieler/127032
19/20,Indirect card suspension,Premier League,"Sep 29, 2019","Oct 6, 2019",7 Tage,1,Serge Aurier,/serge-aurier/profil/spieler/127032
17/18,Yellow card suspension,UEFA Champions League,"Feb 15, 2018","Mar 8, 2018",21 Tage,1,Serge Aurier,/serge-aurier/profil/spieler/127032
17/18,Indirect card suspension,Premier League,"Sep 25, 2017","Oct 2, 2017",7 Tage,1,Serge Aurier,/serge-aurier/profil/spieler/127032
16/17,Indirect card suspension,Ligue 1,"Sep 26, 2016","Oct 3, 2016",7 Tage,1,Serge Aurier,/serge-aurier/profil/spieler/127032
15/16,Suspended, ,"Feb 15, 2016","Mar 28, 2016",42 Tage,9,Serge Aurier,/serge-aurier/profil/spieler/127032
15/16,Suspension through sports court,UEFA Champions League,"Mar 19, 2015","Sep 17, 2015",182 Tage,3,Serge Aurier,/serge-aurier/profil/spieler/127032
14/15,Called up to national team,Ligue 1,"Jan 8, 2015","Feb 12, 2015",35 Tage,5,Serge Aurier,/serge-aurier/profil/spieler/127032
14/15,Called up to national team,Coupe de France,"Jan 8, 2015","Feb 12, 2015",35 Tage,2,Serge Aurier,/serge-aurier/profil/spieler/127032
14/15,Called up to national team,Coupe de la Ligue,"Jan 8, 2015","Feb 12, 2015",35 Tage,2,Serge Aurier,/serge-aurier/profil/spieler/127032
13/14,Yellow card suspension,Ligue 1,"Dec 2, 2013","Dec 5, 2013",3 Tage,1,Serge Aurier,/serge-aurier/profil/spieler/127032
13/14,Yellow card suspension,Ligue 1,"Sep 23, 2013","Sep 26, 2013",3 Tage,1,Serge Aurier,/serge-aurier/profil/spieler/127032
